springA,springB,springC,A_predict,B_predict,C_predict,summerA,summerB,summerC,A_predict,B_predict,C_predict,autumnA,autumnB,autumnC,A_predict,B_predict,C_predict,winterA,winterB,winterC,A_predict,B_predict,C_predict
38.5,42.8,41.5,38.5,42.81,41.49,41.2,46.1,44.4,41.2,46.09,44.45,35.5,40.8,39.5,35.48,40.77,39.45,36.8,42.1,40.7,36.86,42.15,40.72
38.5,42.8,41.5,38.5,42.81,41.49,41.2,46.1,44.4,41.2,46.09,44.45,35.5,40.8,39.5,35.48,40.77,39.45,36.8,42.1,40.7,36.86,42.15,40.72
38.5,42.8,41.5,38.49,42.81,41.49,41.2,46.1,44.5,41.22,46.12,44.47,35.5,40.8,39.5,35.48,40.77,39.45,36.8,42.1,40.7,36.86,42.14,40.72
38.5,42.9,41.5,38.48,42.84,41.51,41.2,46.1,44.5,41.22,46.13,44.48,35.5,40.8,39.5,35.48,40.76,39.44,36.8,42.1,40.7,36.86,42.14,40.71
38.5,42.9,41.5,38.49,42.85,41.51,41.2,46.1,44.5,41.22,46.13,44.48,35.5,40.8,39.5,35.49,40.76,39.44,36.8,42.1,40.7,36.84,42.13,40.71
38.5,42.9,41.5,38.49,42.86,41.51,41.2,46.1,44.5,41.21,46.13,44.48,35.5,40.8,39.5,35.49,40.76,39.44,36.8,42.1,40.7,36.83,42.12,40.7
38.5,42.9,41.5,38.48,42.86,41.5,41.2,46.1,44.5,41.21,46.13,44.48,35.5,40.8,39.5,35.49,40.76,39.44,36.8,42.1,40.7,36.83,42.11,40.69
38.5,42.9,41.5,38.48,42.86,41.5,41.2,46.1,44.5,41.21,46.13,44.48,35.5,40.8,39.5,35.49,40.76,39.44,36.8,42.1,40.7,36.82,42.11,40.69
38.5,42.9,41.5,38.48,42.87,41.5,41.2,46.1,44.5,41.21,46.13,44.49,35.5,40.8,39.5,35.5,40.76,39.44,36.8,42.1,40.7,36.82,42.11,40.69
38.5,42.9,41.5,38.48,42.87,41.5,41.2,46.1,44.5,41.21,46.13,44.49,35.5,40.8,39.5,35.5,40.76,39.44,36.8,42.1,40.7,36.81,42.11,40.68
38.5,42.9,41.5,38.48,42.87,41.5,41.2,46.1,44.5,41.2,46.13,44.49,35.5,40.8,39.5,35.5,40.76,39.44,36.8,42.1,40.7,36.81,42.11,40.68
38.5,42.9,41.5,38.48,42.87,41.49,41.2,46.1,44.5,41.2,46.14,44.49,35.5,40.8,39.5,35.5,40.76,39.44,36.8,42.1,40.7,36.81,42.11,40.68
38.5,42.9,41.5,38.48,42.87,41.49,41.3,46.2,44.5,41.25,46.19,44.53,35.5,40.8,39.5,35.51,40.76,39.43,36.8,42.1,40.7,36.81,42.11,40.68
38.5,42.9,41.5,38.48,42.87,41.49,41.3,46.2,44.5,41.27,46.2,44.54,35.5,40.8,39.4,35.5,40.75,39.43,36.7,42,40.6,36.76,42.06,40.63
38.5,42.9,41.5,38.48,42.87,41.5,41.3,46.2,44.5,41.28,46.2,44.54,35.5,40.8,39.4,35.5,40.75,39.42,36.7,42,40.6,36.72,42.03,40.6
38.5,42.9,41.5,38.49,42.87,41.5,41.3,46.2,44.5,41.28,46.2,44.54,35.5,40.8,39.4,35.49,40.74,39.41,36.7,42,40.6,36.71,42.01,40.58
38.5,42.9,41.5,38.49,42.86,41.5,41.3,46.2,44.5,41.29,46.2,44.55,35.5,40.8,39.4,35.48,40.73,39.4,36.7,42,40.6,36.7,42.01,40.57
38.5,42.9,41.5,38.49,42.86,41.5,41.3,46.2,44.5,41.29,46.2,44.55,35.5,40.8,39.4,35.48,40.73,39.39,36.7,42,40.6,36.69,42,40.56
38.5,42.9,41.5,38.49,42.86,41.5,41.3,46.2,44.5,41.29,46.2,44.55,35.5,40.8,39.4,35.47,40.72,39.39,36.7,42,40.6,36.69,42,40.56
38.5,42.9,41.5,38.49,42.86,41.5,41.3,46.2,44.5,41.3,46.2,44.55,35.5,40.8,39.4,35.47,40.72,39.38,36.7,42,40.6,36.69,42,40.55
38.5,42.9,41.5,38.49,42.86,41.51,41.3,46.2,44.5,41.3,46.2,44.55,35.5,40.8,39.4,35.47,40.71,39.38,36.7,42,40.6,36.69,42,40.55
38.5,42.9,41.5,38.49,42.86,41.51,41.3,46.2,44.5,41.3,46.2,44.55,35.5,40.8,39.4,35.46,40.71,39.38,36.7,42,40.6,36.68,42,40.55
38.5,42.9,41.5,38.49,42.87,41.51,41.3,46.2,44.5,41.29,46.19,44.54,35.5,40.8,39.4,35.46,40.71,39.37,36.7,42,40.6,36.68,42,40.54
38.5,42.8,41.4,38.5,42.81,41.46,41.3,46.2,44.5,41.29,46.19,44.54,35.5,40.7,39.4,35.46,40.7,39.36,36.6,41.9,40.5,36.63,41.95,40.49
38.5,42.8,41.4,38.49,42.8,41.44,41.3,46.2,44.5,41.29,46.19,44.54,35.5,40.7,39.4,35.46,40.69,39.36,36.6,41.9,40.5,36.61,41.93,40.46
38.5,42.8,41.4,38.49,42.8,41.44,41.3,46.2,44.5,41.29,46.18,44.54,35.5,40.7,39.4,35.46,40.68,39.35,36.6,41.9,40.5,36.59,41.91,40.45
38.5,42.8,41.4,38.49,42.8,41.43,41.3,46.2,44.5,41.29,46.18,44.54,35.5,40.7,39.4,35.46,40.68,39.35,36.6,41.9,40.5,36.59,41.91,40.44
38.5,42.8,41.4,38.49,42.8,41.43,41.3,46.2,44.5,41.28,46.18,44.53,35.5,40.7,39.4,35.46,40.67,39.34,36.6,41.9,40.5,36.59,41.91,40.44
38.5,42.8,41.4,38.49,42.8,41.43,41.3,46.2,44.5,41.28,46.18,44.53,35.5,40.7,39.4,35.46,40.67,39.34,36.6,41.9,40.5,36.59,41.91,40.43
38.5,42.8,41.4,38.49,42.8,41.42,41.3,46.2,44.5,41.28,46.17,44.53,35.5,40.7,39.4,35.46,40.66,39.34,36.6,41.9,40.5,36.59,41.91,40.43
38.5,42.8,41.4,38.49,42.8,41.42,41.3,46.2,44.5,41.28,46.17,44.53,35.5,40.7,39.4,35.46,40.66,39.33,36.6,41.9,40.5,36.59,41.91,40.43
38.5,42.8,41.4,38.49,42.8,41.42,41.3,46.2,44.5,41.28,46.17,44.53,35.5,40.7,39.4,35.46,40.65,39.33,36.6,41.9,40.5,36.59,41.91,40.43
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.33,46.23,44.58,35.5,40.7,39.4,35.47,40.65,39.33,36.6,41.9,40.5,36.59,41.91,40.43
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.35,46.26,44.6,35.4,40.7,39.4,35.46,40.65,39.32,36.6,41.9,40.5,36.59,41.92,40.43
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.36,46.26,44.61,35.4,40.7,39.4,35.44,40.64,39.32,36.6,41.9,40.5,36.6,41.93,40.45
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.37,46.27,44.62,35.4,40.7,39.4,35.43,40.64,39.31,36.6,41.9,40.5,36.61,41.93,40.45
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.37,46.27,44.62,35.4,40.7,39.4,35.42,40.63,39.31,36.6,41.9,40.5,36.62,41.94,40.46
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.37,46.27,44.62,35.4,40.7,39.4,35.41,40.62,39.31,36.6,41.9,40.5,36.63,41.94,40.46
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.38,46.28,44.63,35.4,40.7,39.4,35.41,40.62,39.3,36.6,41.9,40.5,36.64,41.95,40.46
38.5,42.8,41.4,38.49,42.8,41.41,41.4,46.3,44.6,41.38,46.28,44.63,35.4,40.7,39.4,35.4,40.62,39.3,36.6,41.9,40.5,36.64,41.95,40.47
38.5,42.8,41.4,38.49,42.79,41.41,41.4,46.3,44.6,41.38,46.28,44.63,35.4,40.7,39.4,35.4,40.61,39.3,36.6,41.9,40.5,36.64,41.95,40.47
38.5,42.8,41.4,38.49,42.79,41.41,41.4,46.3,44.6,41.39,46.28,44.63,35.4,40.7,39.4,35.4,40.61,39.3,36.6,41.9,40.5,36.65,41.95,40.47
38.5,42.8,41.4,38.49,42.79,41.4,41.5,46.3,44.7,41.44,46.34,44.68,35.4,40.7,39.4,35.4,40.61,39.3,36.6,41.9,40.5,36.65,41.95,40.48
38.5,42.8,41.4,38.49,42.79,41.41,41.5,46.3,44.7,41.46,46.35,44.69,35.4,40.6,39.3,35.39,40.6,39.3,36.6,41.9,40.5,36.66,41.96,40.48
38.5,42.8,41.4,38.49,42.79,41.41,41.5,46.3,44.7,41.47,46.35,44.69,35.4,40.6,39.3,35.41,40.6,39.3,36.6,41.9,40.5,36.67,41.97,40.5
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.3,44.7,41.48,46.35,44.7,35.4,40.6,39.3,35.41,40.6,39.3,36.6,41.9,40.5,36.68,41.98,40.5
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.3,44.7,41.49,46.35,44.7,35.4,40.6,39.3,35.41,40.6,39.3,36.6,41.9,40.5,36.69,41.98,40.51
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.3,44.7,41.5,46.35,44.7,35.4,40.6,39.3,35.42,40.59,39.3,36.6,41.9,40.5,36.69,41.97,40.51
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.3,44.7,41.5,46.35,44.7,35.4,40.6,39.3,35.42,40.59,39.3,36.6,41.9,40.5,36.69,41.97,40.51
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.3,44.7,41.51,46.35,44.7,35.4,40.6,39.3,35.42,40.59,39.3,36.6,41.9,40.5,36.69,41.97,40.51
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.3,44.7,41.51,46.35,44.7,35.4,40.6,39.3,35.42,40.59,39.3,36.6,41.9,40.5,36.69,41.96,40.51
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.3,44.7,41.52,46.35,44.71,35.4,40.6,39.3,35.43,40.58,39.3,36.6,41.9,40.5,36.69,41.96,40.51
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.4,44.8,41.54,46.38,44.73,35.4,40.6,39.3,35.43,40.58,39.3,36.6,41.9,40.5,36.69,41.96,40.51
38.5,42.8,41.4,38.51,42.79,41.41,41.5,46.4,44.8,41.54,46.4,44.75,35.4,40.6,39.3,35.42,40.58,39.3,36.6,41.9,40.4,36.66,41.93,40.48
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.4,44.8,41.54,46.41,44.76,35.4,40.6,39.3,35.41,40.58,39.29,36.6,41.9,40.4,36.65,41.91,40.46
38.5,42.8,41.4,38.5,42.79,41.41,41.5,46.4,44.8,41.54,46.42,44.76,35.4,40.6,39.3,35.41,40.57,39.29,36.6,41.9,40.4,36.64,41.9,40.45
38.5,42.8,41.4,38.49,42.8,41.41,41.5,46.4,44.8,41.54,46.42,44.77,35.4,40.6,39.3,35.4,40.57,39.29,36.6,41.9,40.4,36.64,41.9,40.45
38.5,42.8,41.4,38.49,42.8,41.41,41.5,46.4,44.8,41.53,46.43,44.77,35.4,40.6,39.3,35.4,40.56,39.28,36.6,41.9,40.4,36.64,41.9,40.44
38.5,42.8,41.4,38.49,42.8,41.41,41.5,46.4,44.8,41.53,46.43,44.77,35.4,40.6,39.3,35.4,40.56,39.28,36.6,41.9,40.4,36.64,41.9,40.44
38.5,42.8,41.4,38.49,42.8,41.41,41.5,46.4,44.8,41.52,46.43,44.77,35.4,40.6,39.3,35.39,40.55,39.28,36.6,41.9,40.4,36.64,41.9,40.44
38.5,42.8,41.4,38.49,42.8,41.41,41.5,46.4,44.8,41.52,46.43,44.77,35.4,40.6,39.3,35.39,40.55,39.28,36.6,41.9,40.4,36.64,41.9,40.44
38.5,42.8,41.4,38.49,42.8,41.41,41.5,46.4,44.8,41.51,46.43,44.77,35.4,40.6,39.3,35.39,40.55,39.28,36.6,41.9,40.4,36.64,41.9,40.44
38.5,42.8,41.4,38.49,42.8,41.4,41.6,46.4,44.8,41.53,46.44,44.79,35.4,40.6,39.3,35.38,40.55,39.28,36.6,41.9,40.4,36.64,41.91,40.44
38.6,42.9,41.5,38.55,42.86,41.46,41.6,46.4,44.8,41.54,46.44,44.79,35.4,40.6,39.3,35.39,40.54,39.27,36.6,41.9,40.5,36.65,41.93,40.46
38.6,42.9,41.5,38.56,42.88,41.48,41.6,46.4,44.8,41.55,46.44,44.79,35.4,40.6,39.3,35.39,40.54,39.28,36.6,41.9,40.5,36.65,41.94,40.47
38.6,42.9,41.5,38.56,42.88,41.48,41.6,46.4,44.8,41.56,46.44,44.79,35.4,40.6,39.3,35.39,40.55,39.28,36.6,41.9,40.5,36.65,41.95,40.47
38.6,42.9,41.5,38.56,42.88,41.48,41.6,46.4,44.8,41.57,46.43,44.78,35.4,40.6,39.3,35.4,40.55,39.28,36.6,41.9,40.5,36.65,41.96,40.48
38.6,42.9,41.5,38.57,42.88,41.49,41.6,46.4,44.8,41.57,46.42,44.78,35.4,40.6,39.3,35.4,40.54,39.27,36.6,41.9,40.5,36.65,41.96,40.48
38.6,42.9,41.5,38.57,42.88,41.49,41.6,46.4,44.8,41.58,46.42,44.78,35.4,40.6,39.3,35.4,40.54,39.27,36.6,41.9,40.5,36.65,41.96,40.48
38.6,42.9,41.5,38.58,42.88,41.49,41.6,46.4,44.8,41.58,46.41,44.78,35.4,40.6,39.3,35.4,40.54,39.27,36.6,41.9,40.5,36.65,41.96,40.48
38.6,42.9,41.5,38.58,42.89,41.49,41.6,46.4,44.8,41.58,46.41,44.77,35.4,40.6,39.3,35.4,40.54,39.27,36.6,41.9,40.5,36.65,41.96,40.48
38.6,42.9,41.5,38.58,42.89,41.5,41.6,46.4,44.8,41.58,46.4,44.77,35.4,40.6,39.3,35.4,40.54,39.27,36.6,41.9,40.5,36.65,41.96,40.48
38.6,42.9,41.5,38.58,42.89,41.5,41.6,46.5,44.8,41.6,46.43,44.79,35.4,40.6,39.3,35.4,40.53,39.27,36.6,41.9,40.5,36.64,41.96,40.48
38.5,42.9,41.5,38.52,42.89,41.5,41.6,46.5,44.8,41.61,46.45,44.81,35.4,40.5,39.3,35.4,40.53,39.26,36.6,41.9,40.5,36.64,41.95,40.47
38.5,42.9,41.5,38.51,42.89,41.49,41.6,46.5,44.8,41.61,46.45,44.81,35.4,40.5,39.3,35.4,40.52,39.26,36.6,41.9,40.5,36.64,41.94,40.46
38.5,42.9,41.5,38.51,42.88,41.49,41.6,46.5,44.8,41.61,46.46,44.82,35.4,40.5,39.3,35.4,40.51,39.26,36.6,41.9,40.5,36.63,41.93,40.46
38.5,42.9,41.5,38.5,42.88,41.5,41.6,46.5,44.8,41.61,46.47,44.82,35.4,40.5,39.3,35.4,40.51,39.26,36.6,41.9,40.5,36.62,41.93,40.45
38.5,42.9,41.5,38.5,42.88,41.49,41.6,46.5,44.8,41.61,46.47,44.82,35.4,40.5,39.3,35.4,40.5,39.26,36.6,41.9,40.5,36.62,41.93,40.45
38.5,42.9,41.5,38.5,42.88,41.49,41.6,46.5,44.8,41.61,46.48,44.83,35.4,40.5,39.3,35.4,40.5,39.26,36.6,41.9,40.5,36.61,41.92,40.45
38.5,42.9,41.5,38.49,42.88,41.49,41.6,46.5,44.8,41.61,46.49,44.83,35.4,40.5,39.3,35.4,40.49,39.26,36.6,41.9,40.5,36.61,41.92,40.44
38.5,42.9,41.5,38.49,42.88,41.49,41.6,46.5,44.8,41.61,46.49,44.83,35.4,40.5,39.3,35.4,40.49,39.26,36.6,41.9,40.5,36.6,41.92,40.44
38.5,42.9,41.5,38.49,42.88,41.49,41.6,46.5,44.8,41.62,46.5,44.84,35.4,40.5,39.3,35.4,40.49,39.26,36.6,41.9,40.5,36.6,41.91,40.43
38.5,42.9,41.5,38.49,42.88,41.49,41.6,46.5,44.9,41.64,46.53,44.86,35.4,40.5,39.3,35.4,40.49,39.26,36.6,41.9,40.5,36.59,41.91,40.43
38.5,42.9,41.5,38.48,42.87,41.49,41.6,46.5,44.9,41.64,46.52,44.85,35.3,40.5,39.3,35.41,40.5,39.27,36.5,41.9,40.4,36.55,41.88,40.39
38.5,42.9,41.5,38.48,42.87,41.49,41.6,46.5,44.9,41.63,46.52,44.86,35.3,40.5,39.3,35.42,40.51,39.27,36.5,41.9,40.4,36.52,41.86,40.38
38.5,42.9,41.5,38.49,42.87,41.5,41.6,46.5,44.9,41.63,46.52,44.86,35.3,40.5,39.3,35.42,40.51,39.28,36.5,41.9,40.4,36.51,41.86,40.37
38.5,42.9,41.5,38.49,42.87,41.5,41.6,46.5,44.9,41.63,46.53,44.87,35.3,40.5,39.3,35.42,40.52,39.28,36.5,41.9,40.4,36.5,41.86,40.37
38.5,42.9,41.5,38.49,42.87,41.5,41.6,46.5,44.9,41.63,46.53,44.87,35.3,40.5,39.3,35.42,40.52,39.28,36.5,41.9,40.4,36.5,41.86,40.36
38.5,42.9,41.5,38.49,42.87,41.5,41.6,46.5,44.9,41.63,46.53,44.87,35.3,40.5,39.3,35.42,40.53,39.29,36.5,41.9,40.4,36.51,41.87,40.36
38.5,42.9,41.5,38.49,42.87,41.5,41.6,46.5,44.9,41.62,46.53,44.87,35.3,40.5,39.3,35.42,40.53,39.29,36.5,41.9,40.4,36.51,41.87,40.36
38.5,42.9,41.5,38.49,42.87,41.5,41.6,46.5,44.9,41.62,46.53,44.87,35.3,40.5,39.3,35.42,40.53,39.29,36.5,41.9,40.4,36.51,41.88,40.37
38.5,42.9,41.5,38.5,42.87,41.5,41.6,46.5,44.9,41.62,46.53,44.87,35.3,40.5,39.3,35.41,40.53,39.29,36.5,41.9,40.4,36.51,41.88,40.37
38.5,42.9,41.5,38.5,42.88,41.5,41.6,46.6,44.9,41.62,46.55,44.89,35.3,40.5,39.3,35.41,40.53,39.3,36.5,41.9,40.4,36.52,41.89,40.37
38.5,42.8,41.5,38.51,42.85,41.49,41.6,46.6,44.9,41.63,46.57,44.9,35.4,40.5,39.3,35.4,40.53,39.29,36.6,41.9,40.4,36.55,41.91,40.39
38.5,42.8,41.5,38.5,42.84,41.49,41.6,46.6,44.9,41.63,46.59,44.91,35.4,40.5,39.3,35.4,40.53,39.29,36.6,41.9,40.4,36.59,41.93,40.41
38.5,42.8,41.5,38.5,42.83,41.49,41.6,46.6,44.9,41.63,46.59,44.91,35.4,40.5,39.3,35.4,40.53,39.28,36.6,41.9,40.4,36.61,41.94,40.41
38.5,42.8,41.5,38.5,42.82,41.49,41.6,46.6,44.9,41.63,46.6,44.92,35.4,40.5,39.3,35.4,40.52,39.28,36.6,41.9,40.4,36.62,41.94,40.42
38.5,42.8,41.5,38.5,42.82,41.49,41.6,46.6,44.9,41.62,46.6,44.92,35.4,40.5,39.3,35.4,40.52,39.28,36.6,41.9,40.4,36.63,41.94,40.42
38.5,42.8,41.5,38.49,42.82,41.49,41.6,46.6,44.9,41.62,46.61,44.92,35.4,40.5,39.3,35.4,40.52,39.28,36.6,41.9,40.4,36.64,41.94,40.43
38.5,42.8,41.5,38.49,42.81,41.49,41.6,46.6,44.9,41.62,46.61,44.92,35.4,40.5,39.3,35.39,40.52,39.28,36.6,41.9,40.4,36.64,41.94,40.43
38.5,42.8,41.5,38.49,42.81,41.49,41.6,46.6,44.9,41.62,46.61,44.92,35.4,40.5,39.3,35.39,40.52,39.28,36.6,41.9,40.4,36.64,41.94,40.43
38.5,42.8,41.5,38.49,42.81,41.5,41.6,46.6,44.9,41.61,46.61,44.92,35.4,40.5,39.3,35.39,40.52,39.27,36.6,41.9,40.4,36.65,41.94,40.43
38.5,42.8,41.5,38.49,42.81,41.5,41.6,46.7,44.9,41.63,46.63,44.93,35.4,40.5,39.3,35.39,40.52,39.27,36.6,41.9,40.4,36.65,41.94,40.44
38.5,42.8,41.4,38.46,42.76,41.45,41.6,46.7,44.9,41.62,46.63,44.93,35.4,40.5,39.3,35.39,40.52,39.28,36.6,41.9,40.4,36.64,41.94,40.43
38.5,42.8,41.4,38.47,42.76,41.44,41.6,46.7,44.9,41.62,46.63,44.94,35.4,40.5,39.3,35.39,40.52,39.28,36.6,41.9,40.4,36.64,41.93,40.43
38.5,42.8,41.4,38.49,42.78,41.44,41.6,46.7,44.9,41.61,46.64,44.94,35.4,40.5,39.3,35.4,40.52,39.28,36.6,41.9,40.4,36.64,41.93,40.43
38.5,42.8,41.4,38.49,42.78,41.44,41.6,46.7,44.9,41.61,46.64,44.94,35.4,40.5,39.3,35.4,40.53,39.28,36.6,41.9,40.4,36.64,41.93,40.43
38.5,42.8,41.4,38.5,42.79,41.43,41.6,46.7,44.9,41.6,46.64,44.94,35.4,40.5,39.3,35.4,40.53,39.28,36.6,41.9,40.4,36.64,41.93,40.43
38.5,42.8,41.4,38.5,42.79,41.43,41.6,46.7,44.9,41.6,46.65,44.94,35.4,40.5,39.3,35.4,40.53,39.28,36.6,41.9,40.4,36.64,41.92,40.43
38.5,42.8,41.4,38.5,42.79,41.43,41.6,46.7,44.9,41.59,46.65,44.95,35.4,40.5,39.3,35.4,40.53,39.28,36.6,41.9,40.4,36.64,41.92,40.43
38.5,42.8,41.4,38.5,42.79,41.42,41.6,46.7,44.9,41.59,46.65,44.95,35.4,40.5,39.3,35.4,40.53,39.28,36.6,41.9,40.4,36.64,41.92,40.43
38.5,42.8,41.4,38.5,42.79,41.42,41.6,46.7,44.9,41.59,46.65,44.95,35.4,40.5,39.3,35.4,40.53,39.27,36.6,41.9,40.4,36.63,41.92,40.43
38.5,42.8,41.4,38.5,42.79,41.42,41.7,46.7,44.9,41.6,46.67,44.96,35.4,40.5,39.3,35.4,40.53,39.27,36.6,41.9,40.4,36.63,41.92,40.43
38.5,42.8,41.4,38.52,42.81,41.43,41.7,46.7,44.9,41.63,46.68,44.98,35.4,40.5,39.3,35.4,40.53,39.27,36.6,41.9,40.5,36.66,41.95,40.46
38.5,42.8,41.4,38.51,42.8,41.43,41.7,46.7,44.9,41.64,46.69,44.98,35.4,40.5,39.3,35.41,40.53,39.27,36.6,41.9,40.5,36.69,41.98,40.49
38.5,42.8,41.4,38.5,42.8,41.42,41.7,46.7,44.9,41.65,46.69,44.99,35.4,40.5,39.3,35.41,40.53,39.27,36.6,41.9,40.5,36.7,41.99,40.51
38.5,42.8,41.4,38.5,42.8,41.42,41.7,46.7,44.9,41.67,46.7,44.99,35.4,40.5,39.3,35.42,40.53,39.27,36.6,41.9,40.5,36.72,42,40.52
38.5,42.8,41.4,38.5,42.8,41.42,41.7,46.7,44.9,41.68,46.7,44.99,35.4,40.5,39.3,35.42,40.54,39.27,36.6,41.9,40.5,36.72,42,40.53
38.5,42.8,41.4,38.5,42.8,41.42,41.7,46.7,44.9,41.68,46.69,44.99,35.4,40.5,39.3,35.43,40.54,39.27,36.6,41.9,40.5,36.73,42,40.54
38.5,42.8,41.4,38.5,42.8,41.42,41.7,46.7,44.9,41.69,46.69,44.99,35.4,40.5,39.3,35.43,40.54,39.27,36.6,41.9,40.5,36.73,42,40.54
38.5,42.8,41.4,38.5,42.8,41.41,41.7,46.7,44.9,41.7,46.69,44.99,35.4,40.5,39.3,35.43,40.54,39.27,36.6,41.9,40.5,36.73,42,40.55
38.5,42.8,41.4,38.5,42.8,41.41,41.7,46.7,44.9,41.7,46.69,44.99,35.4,40.5,39.3,35.43,40.54,39.27,36.6,41.9,40.5,36.73,41.99,40.55
38.5,42.8,41.4,38.5,42.8,41.41,41.7,46.7,45,41.71,46.71,45,35.4,40.5,39.3,35.44,40.54,39.27,36.6,41.9,40.5,36.73,41.99,40.55
38.5,42.8,41.4,38.48,42.78,41.4,41.7,46.7,45,41.71,46.71,45.01,35.4,40.6,39.3,35.44,40.54,39.27,36.7,42,40.5,36.75,42,40.56
38.5,42.8,41.4,38.48,42.79,41.4,41.7,46.7,45,41.71,46.71,45.01,35.4,40.6,39.3,35.45,40.55,39.28,36.7,42,40.5,36.77,42,40.56
38.5,42.8,41.4,38.49,42.8,41.41,41.7,46.7,45,41.72,46.71,45.01,35.4,40.6,39.3,35.45,40.56,39.28,36.7,42,40.5,36.77,42.01,40.56
38.5,42.8,41.4,38.49,42.8,41.41,41.7,46.7,45,41.72,46.71,45.01,35.4,40.6,39.3,35.45,40.57,39.29,36.7,42,40.5,36.76,42.01,40.55
38.5,42.8,41.4,38.49,42.8,41.41,41.7,46.7,45,41.71,46.71,45.01,35.4,40.6,39.3,35.45,40.58,39.29,36.7,42,40.5,36.76,42.02,40.55
38.5,42.8,41.4,38.49,42.8,41.41,41.7,46.7,45,41.71,46.71,45.01,35.4,40.6,39.3,35.45,40.58,39.3,36.7,42,40.5,36.75,42.02,40.55
38.5,42.8,41.4,38.49,42.8,41.41,41.7,46.7,45,41.71,46.71,45.01,35.4,40.6,39.3,35.46,40.59,39.3,36.7,42,40.5,36.74,42.02,40.55
38.5,42.8,41.4,38.49,42.8,41.41,41.7,46.7,45,41.71,46.71,45.01,35.4,40.6,39.3,35.46,40.59,39.31,36.7,42,40.5,36.74,42.02,40.54
38.5,42.8,41.4,38.49,42.8,41.41,41.7,46.7,45,41.71,46.71,45.01,35.4,40.6,39.3,35.46,40.6,39.31,36.7,42,40.5,36.73,42.02,40.54
38.5,42.8,41.4,38.49,42.8,41.41,41.8,46.8,45.1,41.75,46.76,45.05,35.4,40.6,39.3,35.46,40.6,39.32,36.7,42,40.5,36.73,42.02,40.54
38.5,42.8,41.4,38.5,42.81,41.42,41.8,46.8,45.1,41.77,46.78,45.07,35.5,40.6,39.3,35.47,40.61,39.32,36.8,42,40.6,36.78,42.04,40.56
38.5,42.8,41.4,38.5,42.81,41.42,41.8,46.8,45.1,41.78,46.79,45.08,35.5,40.6,39.3,35.47,40.61,39.32,36.8,42,40.6,36.8,42.05,40.57
38.5,42.8,41.4,38.49,42.8,41.41,41.8,46.8,45.1,41.79,46.8,45.09,35.5,40.6,39.3,35.48,40.62,39.32,36.8,42,40.6,36.81,42.05,40.57
38.5,42.8,41.4,38.49,42.79,41.41,41.8,46.8,45.1,41.79,46.8,45.09,35.5,40.6,39.3,35.49,40.62,39.32,36.8,42,40.6,36.82,42.05,40.58
38.5,42.8,41.4,38.49,42.79,41.41,41.8,46.8,45.1,41.79,46.8,45.1,35.5,40.6,39.3,35.49,40.62,39.32,36.8,42,40.6,36.82,42.05,40.57
38.5,42.8,41.4,38.49,42.79,41.41,41.8,46.8,45.1,41.8,46.8,45.1,35.5,40.6,39.3,35.49,40.62,39.32,36.8,42,40.6,36.82,42.04,40.57
38.5,42.8,41.4,38.49,42.79,41.41,41.8,46.8,45.1,41.8,46.8,45.1,35.5,40.6,39.3,35.5,40.63,39.32,36.8,42,40.6,36.82,42.04,40.57
38.5,42.8,41.4,38.49,42.79,41.41,41.8,46.8,45.1,41.79,46.8,45.1,35.5,40.6,39.3,35.5,40.63,39.32,36.8,42,40.6,36.81,42.03,40.57
38.5,42.8,41.4,38.49,42.79,41.41,41.8,46.8,45.1,41.79,46.8,45.1,35.5,40.6,39.3,35.5,40.63,39.32,36.8,42,40.6,36.81,42.03,40.57
38.5,42.8,41.4,38.49,42.79,41.41,41.8,46.8,45.1,41.8,46.81,45.1,35.5,40.6,39.3,35.5,40.63,39.32,36.8,42,40.6,36.81,42.02,40.56
38.5,42.8,41.4,38.5,42.79,41.41,41.8,46.8,45.1,41.8,46.8,45.1,35.5,40.6,39.3,35.51,40.64,39.32,36.8,42,40.7,36.82,42.04,40.59
38.5,42.8,41.4,38.49,42.8,41.41,41.8,46.8,45.1,41.8,46.8,45.09,35.5,40.6,39.3,35.5,40.63,39.32,36.8,42,40.7,36.82,42.05,40.6
